Symbol,Company Name,Market Cap,% Change,Volume,Revenue
IBIO,"iBio, Inc.",4.18M,-1.67%,63293,50.00K
ENVB,"Enveric Biosciences, Inc.",4.08M,10.14%,18758,-
APVO,Aptevo Therapeutics Inc.,4.07M,-,16958,-
JAGX,"Jaguar Health, Inc.",4.06M,-8.82%,1714173,10.72M
ONCO,Onconetix Inc,4.05M,-5.91%,2931,-
PHIO,Phio Pharmaceuticals Corp.,4.03M,-3.82%,7239,-
RSLS,ReShape Lifesciences Inc.,3.97M,5.81%,1546280,9.81M
PCSA,"Processa Pharmaceuticals, Inc.",3.96M,-0.43%,2291,-
ISPC,iSpecimen Inc.,3.95M,-7.39%,65,10.31M
SPRC,SciSparc Ltd.,3.94M,0.56%,2199164,3.32M
FNCH,"Finch Therapeutics Group, Inc.",3.93M,-3.54%,5572,115.00K
BPTH,"Bio-Path Holdings, Inc.",3.85M,-4.30%,1693,-
KTRA,"Kintara Therapeutics, Inc.",3.81M,-0.74%,95368,-
CNSP,"CNS Pharmaceuticals, Inc.",3.78M,-2.21%,9891,-
SNPX,"Synaptogenix, Inc.",3.68M,-1.18%,2185,-
VTAK,"Catheter Precision, Inc.",3.65M,1.77%,24180,314.00K
CPHI,"China Pharma Holdings, Inc.",3.61M,-0.56%,469662,7.78M
ZVSA,"ZyVersa Therapeutics, Inc.",3.61M,24.18%,87109,-
ADIL,"Adial Pharmaceuticals, Inc.",3.54M,-0.47%,23902,-
PRFX,PainReform Ltd.,3.53M,2.96%,1742,-
BDRX,Biodexa Pharmaceuticals Plc,3.43M,1.55%,16692,377.22K
WINT,"Windtree Therapeutics, Inc.",3.38M,-4.12%,1025,-
NBSE,"NeuBase Therapeutics, Inc.",3.36M,0.30%,1220,-
PTPI,"Petros Pharmaceuticals, Inc.",3.35M,-6.25%,15573,6.98M
SBFM,"Sunshine Biopharma, Inc.",3.31M,-6.76%,975659,20.35M
SXTP,"60 Degrees Pharmaceuticals, Inc.",3.29M,0.12%,2001,-209.26K
CYCC,"Cyclacel Pharmaceuticals, Inc.",3.12M,3.75%,50,389.00K
LSDI,Lucy Scientific Discovery Inc.,3.05M,8.14%,1071,16.73K
TNON,"Tenon Medical, Inc.",2.99M,8.26%,26,2.40M
PXMD,"PaxMedica, Inc.",2.98M,5.16%,105635,-
CYTO,Altamira Therapeutics Ltd.,2.96M,1.08%,1102,-902.13K
INVO,"INVO Bioscience, Inc.",2.89M,-2.48%,678,1.92M
FOXO,FOXO Technologies Inc.,2.80M,-3.45%,226069,453.00K
NXL,"Nexalin Technology, Inc.",2.78M,4.81%,26897,128.64K
NUWE,"Nuwellis, Inc.",2.76M,2.58%,22055,8.65M
BIOL,"BIOLASE, Inc.",2.71M,-0.71%,370819,49.73M
SLRX,"Salarius Pharmaceuticals, Inc.",2.64M,-1.47%,708,-
ACON,"Aclarion, Inc.",2.58M,-6.73%,15117,84.13K
ENSC,"Ensysce Biosciences, Inc.",2.55M,-1.16%,1735,-
TCBP,TC Biopharm (Holdings) Plc,2.55M,-0.95%,1667,3.61M
THMO,"ThermoGenesis Holdings, Inc.",2.50M,-,8578,9.72M
ALLR,"Allarity Therapeutics, Inc.",2.38M,-5.70%,11017,-
ATNF,180 Life Sciences Corp.,2.37M,11.35%,5390,-
SNOA,"Sonoma Pharmaceuticals, Inc.",2.33M,-0.58%,91970,12.31M
VRAX,Virax Biolabs Group Limited,2.31M,-7.32%,60929,79.30K
IONM,Assure Holdings Corp.,2.28M,-0.06%,222,3.57M
AGRX,"Agile Therapeutics, Inc.",2.28M,-5.12%,4509,19.97M
DYNT,Dynatronics Corporation,2.25M,-7.03%,216,35.18M
INM,InMed Pharmaceuticals Inc.,2.24M,5.28%,96842,5.49M
YCBD,"cbdMD, Inc.",2.21M,-2.07%,6477,23.45M
SCNI,Scinai Immunotherapeutics Ltd.,2.18M,4.17%,144189,-
QLGN,"Qualigen Therapeutics, Inc.",2.07M,-5.44%,1100,4.62M
WORX,SCWorx Corp.,2.05M,-1.17%,5825,3.92M
NAOV,"NanoVibronix, Inc.",1.90M,-1.09%,1412,1.00M
TIVC,"Tivic Health Systems, Inc.",1.86M,-0.78%,23,1.23M
AMPE,"Ampio Pharmaceuticals, Inc.",1.77M,-,22176,-
BACK,"IMAC Holdings, Inc.",1.56M,7.91%,18,8.47M
BJDX,"Bluejay Diagnostics, Inc.",1.55M,-0.42%,253,-
GLMD,Galmed Pharmaceuticals Ltd.,1.47M,2.84%,23856,-
DRMA,"Dermata Therapeutics, Inc.",1.47M,-3.10%,6374,-
AKAN,Akanda Corp.,1.40M,-2.27%,29457,3.94M
REVB,"Revelation Biosciences, Inc.",1.35M,13.33%,3265,-
BBLG,Bone Biologics Corporation,1.25M,-0.84%,5076,-
THAR,"Tharimmune, Inc.",1.18M,-4.94%,3745,-
QNRX,"Quoin Pharmaceuticals, Ltd.",1.17M,-8.47%,1647442,-
SINT,"Sintx Technologies, Inc.",1.13M,1.77%,8766,2.49M
SXTC,"China SXT Pharmaceuticals, Inc.",1.11M,-0.51%,63171,33.62K
MOTS,"Motus GI Holdings, Inc.",945.40K,-4.37%,4476,364.00K
NBY,"NovaBay Pharmaceuticals, Inc.",915.41K,-1.93%,979908,14.64M
GRI,"GRI Bio, Inc.",787.49K,-1.02%,19878,-
RNAZ,"TransCode Therapeutics, Inc.",771.15K,4.29%,18175,-
